trial,t,flywire_id
0,0.0000,26393
0,0.0001,21862
0,0.0001,29702
0,0.0001,30895
0,0.0002,17054
0,0.0002,18189
0,0.0002,20440
0,0.0002,21769
0,0.0003,21313
0,0.0003,23878
0,0.0003,25316
0,0.0003,25572
0,0.0003,40811
0,0.0004,12349
0,0.0004,22557
0,0.0004,22975
0,0.0004,30895
0,0.0004,40811
0,0.0005,16138
0,0.0005,19549
0,0.0005,21225
0,0.0005,22034
0,0.0005,22922
0,0.0005,38065
0,0.0006,23550
0,0.0006,26915
0,0.0006,33396
0,0.0006,524899
0,0.0007,12032
0,0.0007,21299
0,0.0007,25209
0,0.0007,55627
0,0.0007,531014
0,0.0008,21899
0,0.0009,17774
0,0.0009,18672
0,0.0009,19911
0,0.0009,25027
0,0.0009,28011
0,0.0010,13764
0,0.0010,21151
0,0.0010,24840
0,0.0010,25027
0,0.0010,28871
0,0.0010,29563
0,0.0010,34051
0,0.0011,21703
0,0.0011,23098
0,0.0011,26416
0,0.0011,29469
0,0.0011,34110
0,0.0012,20103
0,0.0012,21808
0,0.0012,27750
0,0.0012,29417
0,0.0012,29955
0,0.0013,21703
0,0.0013,22261
0,0.0013,34655
0,0.0013,35294
0,0.0014,19249
0,0.0015,15804
0,0.0015,20799
0,0.0015,22194
0,0.0015,29417
0,0.0015,31563
0,0.0015,41097
0,0.0016,20749
0,0.0016,23392
0,0.0016,31563
0,0.0016,33137
0,0.0016,532254
0,0.0017,16128
0,0.0017,19589
0,0.0017,22034
0,0.0017,27750
0,0.0017,29319
0,0.0017,30041
0,0.0018,25286
0,0.0018,37613
0,0.0019,18432
0,0.0019,19589
0,0.0019,20542
0,0.0019,21299
0,0.0019,27829
0,0.0019,28741
0,0.0019,31563
0,0.0019,50287
0,0.0019,514508
0,0.0019,530029
0,0.0020,14465
0,0.0020,24118
0,0.0020,30893
0,0.0020,34407
0,0.0020,100103
0,0.0020,512366
0,0.0020,517079
0,0.0020,527408
0,0.0021,19229
0,0.0021,20440
0,0.0021,29183
0,0.0021,29563
0,0.0021,520764
0,0.0022,20047
0,0.0022,20471
0,0.0022,23878
0,0.0023,17364
0,0.0023,20016
0,0.0023,21318
0,0.0024,19794
0,0.0024,20334
0,0.0024,23590
0,0.0024,32597
0,0.0024,512705
0,0.0025,20976
0,0.0025,23929
0,0.0025,24800
0,0.0025,28011
0,0.0025,29955
0,0.0025,33694
0,0.0026,17926
0,0.0026,19249
0,0.0026,20240
0,0.0026,24605
0,0.0026,29469
0,0.0026,512705
0,0.0026,517752
0,0.0027,16809
0,0.0027,28980
0,0.0028,20694
0,0.0028,21721
0,0.0028,23878
0,0.0028,514956
0,0.0028,517078
0,0.0028,524899
0,0.0028,535341
0,0.0029,17059
0,0.0029,24308
0,0.0029,33406
0,0.0029,129687
0,0.0029,515900
0,0.0030,11137
0,0.0030,16659
0,0.0030,19608
0,0.0030,20269
0,0.0030,23247
0,0.0030,23497
0,0.0030,25497
0,0.0031,18929
0,0.0031,25572
0,0.0031,27750
0,0.0031,31563
0,0.0031,111903
0,0.0031,518983
0,0.0032,14465
0,0.0032,18127
0,0.0032,19589
0,0.0032,20103
0,0.0032,23792
0,0.0032,26915
0,0.0032,535341
0,0.0033,10010
0,0.0033,12427
0,0.0033,13132
0,0.0033,17880
0,0.0033,21225
0,0.0033,27399
0,0.0033,511914
0,0.0033,523564
0,0.0033,531898
0,0.0034,10001
0,0.0034,23497
0,0.0034,24840
0,0.0034,25286
0,0.0034,530029
0,0.0035,12951
0,0.0035,17990
0,0.0035,20047
0,0.0035,21804
0,0.0035,22218
0,0.0036,14465
0,0.0036,19260
0,0.0036,19787
0,0.0036,19842
0,0.0036,20542
0,0.0037,20103
0,0.0037,30041
0,0.0037,31301
0,0.0037,521115
0,0.0038,10283
0,0.0038,10943
0,0.0038,17364
0,0.0038,28044
0,0.0038,134521
0,0.0039,10417
0,0.0039,16917
0,0.0039,20162
0,0.0039,26112
0,0.0039,29873
0,0.0039,30041
0,0.0039,30893
0,0.0040,11677
0,0.0040,12275
0,0.0040,19034
0,0.0040,27355
0,0.0040,27471
0,0.0040,100485
0,0.0040,112292
0,0.0040,129687
0,0.0041,10145
0,0.0041,10146
0,0.0041,18432
0,0.0041,21336
0,0.0041,23202
0,0.0041,25497
0,0.0041,29514
0,0.0041,112292
0,0.0042,10361
0,0.0042,10828
0,0.0042,14030
0,0.0042,19550
0,0.0042,20967
0,0.0042,22212
0,0.0042,22328
0,0.0042,26730
0,0.0042,28945
0,0.0042,30893
0,0.0042,532254
0,0.0043,10117
0,0.0043,13122
0,0.0043,16128
0,0.0043,16459
0,0.0043,16475
0,0.0043,19034
0,0.0043,19454
0,0.0043,20859
0,0.0043,26112
0,0.0043,27471
0,0.0044,10923
0,0.0044,11826
0,0.0044,14465
0,0.0044,30041
0,0.0045,10259
0,0.0045,12032
0,0.0045,18628
0,0.0045,21045
0,0.0045,22975
0,0.0045,23247
0,0.0045,23550
0,0.0045,25253
0,0.0045,25392
0,0.0045,29469
0,0.0045,33396
0,0.0045,39620
0,0.0046,10017
0,0.0046,10020
0,0.0046,10197
0,0.0046,10297
0,0.0046,12870
0,0.0046,18900
0,0.0046,517819
0,0.0047,10173
0,0.0047,10257
0,0.0047,19034
0,0.0047,21813
0,0.0047,23147
0,0.0047,31964
0,0.0047,518544
0,0.0048,10106
0,0.0048,10228
0,0.0048,14862
0,0.0048,19954
0,0.0048,21808
0,0.0048,22261
0,0.0048,23056
0,0.0048,25027
0,0.0048,25524
0,0.0048,27399
0,0.0048,27566
0,0.0048,28044
0,0.0048,34372
0,0.0048,95241
0,0.0048,523921
0,0.0048,531648
